key_ID,village,interview_date,no_membrs,years_liv,respondent_wall_type,rooms,memb_assoc,affect_conflicts,liv_count,no_meals,instanceID,bicycle,television,solar_panel,table,cow_cart,radio,cow_plough,solar_torch,mobile_phone,motorcyle,no_listed_items,fridge,electricity,sofa_set,lorry,sterio,computer,car,Jan,Sept,Oct,Nov,Dec,Feb,Mar,Aug,June,July,Apr,May,none,number_months_lack_food,number_items
59,Chirodzo,2016-11-16T00:00:00Z,2,60,muddaub,3,NA,NA,3,2,uuid:1936db62-5732-45dc-98ff-9b3ac7a22518,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1
60,Chirodzo,2016-11-16T00:00:00Z,8,15,burntbricks,2,no,never,4,2,uuid:85465caf-23e4-4283-bb72-a0ef30e30176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1
61,Chirodzo,2016-11-16T00:00:00Z,10,14,muddaub,1,yes,more_once,3,3,uuid:2401cf50-8859-44d9-bd14-1bf9128766f2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
62,Chirodzo,2016-11-16T00:00:00Z,5,5,muddaub,1,NA,NA,1,3,uuid:c6597ecc-cc2a-4c35-a6dc-e62c71b345d6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3
63,Chirodzo,2016-11-16T00:00:00Z,4,10,muddaub,1,NA,NA,1,3,uuid:86ed4328-7688-462f-aac7-d6518414526a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1
64,Chirodzo,2016-11-16T00:00:00Z,6,1,muddaub,1,NA,NA,1,3,uuid:28cfd718-bf62-4d90-8100-55fafbe45d06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5
65,Chirodzo,2016-11-16T00:00:00Z,8,20,burntbricks,3,no,once,3,3,uuid:143f7478-0126-4fbc-86e0-5d324339206b,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4
66,Chirodzo,2016-11-16T00:00:00Z,10,37,burntbricks,3,yes,frequently,4,3,uuid:a457eab8-971b-4417-a971-2e55b8702816,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,9
67,Chirodzo,2016-11-16T00:00:00Z,5,31,burntbricks,2,no,more_once,4,3,uuid:6c15d667-2860-47e3-a5e7-7f679271e419,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5
68,Chirodzo,2016-11-16T00:00:00Z,8,52,burntbricks,3,no,more_once,3,3,uuid:ef04b3eb-b47d-412e-9b09-4f5e08fc66f9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5
69,Chirodzo,2016-11-16T00:00:00Z,4,12,muddaub,1,no,more_once,1,3,uuid:f86933a5-12b8-4427-b821-43c5b039401d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4
70,Chirodzo,2016-11-16T00:00:00Z,8,25,burntbricks,2,no,more_once,4,2,uuid:1feb0108-4599-4bf9-8a07-1f5e66a50a0a,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
71,Ruaca,2016-11-18T00:00:00Z,6,14,burntbricks,1,yes,more_once,3,2,uuid:761f9c49-ec93-4932-ba4c-cc7b78dfcef1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3
127,Chirodzo,2016-11-16T00:00:00Z,4,18,burntbricks,8,NA,NA,1,2,uuid:f6d04b41-b539-4e00-868a-0f62b427587d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
133,Ruaca,2016-11-23T00:00:00Z,5,25,burntbricks,2,no,never,5,3,uuid:429d279a-a519-4dcc-9f64-4673b0fd5d53,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15
152,Ruaca,2016-11-24T00:00:00Z,10,16,burntbricks,1,yes,once,3,3,uuid:59738c17-1cda-49ee-a563-acd76f6bc487,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,7
153,Ruaca,2016-11-24T00:00:00Z,5,41,burntbricks,1,NA,NA,1,2,uuid:7e7961ca-fa1c-4567-9bfa-a02f876e4e03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
155,God,2016-11-24T00:00:00Z,4,4,burntbricks,1,NA,NA,1,2,uuid:77b3021b-a9d6-4276-aaeb-5bfcfd413852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1
178,Ruaca,2016-11-25T00:00:00Z,5,79,burntbricks,2,yes,frequently,3,3,uuid:2186e2ec-f65a-47cc-9bc1-a0f36dd9591c,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4
177,God,2016-11-25T00:00:00Z,10,13,sunbricks,1,no,more_once,2,3,uuid:87998c33-c8d2-49ec-9dae-c123735957ec,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5
180,Ruaca,2016-11-25T00:00:00Z,7,50,muddaub,1,no,never,3,3,uuid:ece89122-ea99-4378-b67e-a170127ec4e6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
181,God,2016-11-25T00:00:00Z,11,25,sunbricks,2,yes,more_once,3,3,uuid:bf373763-dca5-4906-901b-d1bacb4f0286,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,8
182,God,2016-11-25T00:00:00Z,7,21,muddaub,3,no,more_once,2,3,uuid:394033e8-a6e2-4e39-bfac-458753a1ed78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1
186,God,2016-11-28T00:00:00Z,7,24,muddaub,1,no,more_once,2,3,uuid:268bfd97-991c-473f-bd51-bc80676c65c6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2
187,God,2016-11-28T00:00:00Z,5,43,muddaub,2,yes,more_once,4,3,uuid:0a42c9ee-a840-4dda-8123-15c1bede5dfc,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,9
195,God,2016-11-28T00:00:00Z,5,48,burntbricks,1,no,never,3,2,uuid:2c132929-9c8f-450a-81ff-367360ce2c19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5
196,God,2016-11-28T00:00:00Z,7,49,burntbricks,2,yes,more_once,3,3,uuid:44e427d1-a448-4bf2-b529-7d67b2266c06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3
197,God,2016-11-28T00:00:00Z,5,19,burntbricks,2,no,more_once,3,2,uuid:85c99fd2-775f-40c9-8654-68223f59d091,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7
198,God,2016-11-28T00:00:00Z,3,49,burntbricks,1,no,never,1,3,uuid:28c64954-739c-444c-a6e0-355878e471c8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
201,God,2016-11-21T00:00:00Z,4,6,muddaub,2,NA,NA,2,2,uuid:9e79a31c-3ea5-44f0-80f9-a32db49422e3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4
202,God,2016-11-17T00:00:00Z,12,12,burntbricks,4,yes,more_once,3,3,uuid:06d39051-38ef-4757-b68b-3327b1f16b9d,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,7
72,Ruaca,2017-04-26T00:00:00Z,6,24,muddaub,1,yes,more_once,3,2,uuid:c4a2c982-244e-45a5-aa4b-71fa53f99e18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3
73,Ruaca,2017-04-26T00:00:00Z,7,9,burntbricks,2,yes,more_once,3,3,uuid:ac3da862-9e6c-4962-94b6-f4c31624f207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
76,Ruaca,2017-04-26T00:00:00Z,17,48,burntbricks,2,yes,more_once,4,3,uuid:4178a296-903a-4a8e-9cfa-0cd6143476e8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5
83,Ruaca,2017-04-27T00:00:00Z,5,22,burntbricks,1,yes,never,2,2,uuid:a1e9df00-c8ae-411c-931c-c7df898c68d0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3
85,Ruaca,2017-04-27T00:00:00Z,7,40,sunbricks,1,no,never,2,2,uuid:4d0f472b-f8ae-4026-87c9-6b5be14b0a70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
89,God,2017-04-27T00:00:00Z,5,10,burntbricks,2,no,never,3,3,uuid:b3b309c6-f234-4830-8b30-87d26a17ee1d,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
101,God,2017-04-27T00:00:00Z,3,4,muddaub,1,no,never,1,3,uuid:3c174acd-e431-4523-9ad6-eb14cddca805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2
103,Ruaca,2017-04-27T00:00:00Z,6,96,sunbricks,1,no,never,5,3,uuid:e9d79844-ef14-493b-bbd6-d13691cc660e,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5
102,Ruaca,2017-04-28T00:00:00Z,12,15,burntbricks,2,yes,frequently,2,3,uuid:76206b0b-af74-4344-b24f-81e839f0d7b0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4
78,Ruaca,2017-04-28T00:00:00Z,6,48,burntbricks,1,no,more_once,2,2,uuid:da3fa7cc-5ce9-44fd-9a78-b8982b607515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
80,Ruaca,2017-04-28T00:00:00Z,5,12,muddaub,1,no,more_once,1,3,uuid:a85df6df-0336-46fa-a9f4-522bf6f8b438,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6
104,Ruaca,2017-04-28T00:00:00Z,14,52,sunbricks,1,yes,never,4,3,uuid:bb2bb365-7d7d-4fe9-9353-b21269676119,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3
105,Ruaca,2017-04-28T00:00:00Z,6,40,sunbricks,1,yes,frequently,2,3,uuid:af0904ee-4fdb-4090-973f-599c81ddf022,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5
106,God,2017-04-30T00:00:00Z,15,22,sunbricks,5,no,never,2,3,uuid:468797c1-4a65-4f35-9c83-e28ce46972a2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10
109,God,2017-05-03T00:00:00Z,4,12,sunbricks,1,NA,NA,3,3,uuid:602cd3f6-4a97-49c6-80e3-bcfd5c78dfa4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,5
110,Ruaca,2017-05-03T00:00:00Z,6,22,sunbricks,3,no,never,3,2,uuid:e7c51ac4-24e4-475e-88e7-f85e896945e3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5
113,Ruaca,2017-05-03T00:00:00Z,11,26,burntbricks,3,no,never,4,3,uuid:01210861-aba1-4268-98d0-0260e05f5155,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,9
118,Ruaca,2017-05-04T00:00:00Z,5,25,muddaub,1,NA,NA,1,3,uuid:77335b2e-8812-4a35-b1e5-ca9ab626dfea,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3
125,Ruaca,2017-05-04T00:00:00Z,5,14,burntbricks,1,no,more_once,2,3,uuid:02b05c68-302e-4e7a-b229-81cb1377fd29,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,6
119,Ruaca,2017-05-04T00:00:00Z,3,14,muddaub,1,no,never,4,3,uuid:fa201fce-4e94-44b8-b435-c558c2e1ed55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4
115,Ruaca,2017-05-11T00:00:00Z,4,16,sunbricks,2,NA,NA,3,3,uuid:628fe23d-188f-43e4-a203-a4bf3257d461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,10
108,God,2017-05-11T00:00:00Z,15,22,burntbricks,2,no,never,4,3,uuid:e4f4d6ba-e698-45a5-947f-ba6da88cc22b,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,7
116,Ruaca,2017-05-11T00:00:00Z,5,25,burntbricks,3,NA,NA,3,3,uuid:cfee6297-2c0e-4f8a-94cc-9aaee0bd64cb,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9
117,Ruaca,2017-05-11T00:00:00Z,10,28,muddaub,4,NA,NA,1,3,uuid:3fe626b3-c794-48e1-a80f-5bfe440c507b,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,7
144,Ruaca,2017-05-18T00:00:00Z,7,5,burntbricks,4,no,frequently,4,2,uuid:0670cef6-d233-4852-89d8-36955261b0a3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,8
143,Ruaca,2017-05-18T00:00:00Z,10,24,burntbricks,2,no,frequently,3,3,uuid:9a096a12-b335-468c-b3cc-1191180d62de,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
150,Ruaca,2017-05-18T00:00:00Z,7,8,muddaub,1,no,never,1,3,uuid:92613d0d-e7b1-4d62-8ea4-451d7cd0a982,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
159,God,2017-05-18T00:00:00Z,4,24,sunbricks,1,no,never,1,3,uuid:37577f91-d665-443e-8d70-b914954cef4b,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3
