interview_date,quest_no,start,end,province,district,ward,village,years_farm,agr_assoc,no_membrs,_members_count,remittance_money,years_liv,parents_liv,sp_parents_liv,grand_liv,sp_grand_liv,respondent_roof_type,respondent_wall_type,respondent_wall_type_other,respondent_floor_type,window_type,buildings_in_compound,rooms,other_buildings,no_plots,plots_count,water_use,no_group_count,yes_group_count,no_enough_water,months_no_water,period_use,exper_other,other_meth,res_change,memb_assoc,resp_assoc,fees_water,affect_conflicts,need_money,money_source,money_source_other,crops_contr,emply_lab,du_labour,liv_owned,liv_owned_other,liv_count,poultry,du_look_aftr_cows,items_owned,items_owned_other,no_meals,months_lack_food,no_food_mitigation,gps_Latitude,gps_Longitude,gps_Altitude,gps_Accuracy,instanceID
17-Nov-16,39,2017-04-06T08:31:17.000Z,2017-04-06T08:44:47.000Z,Manica,Manica,Bandula,God,22,yes,6,6,no,22,yes,yes,yes,yes,mabatisloping,muddaub,NULL,earth,no,1,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['oxen'],NULL,1,yes,no,NULL,NULL,3,['Nov'],['lab_ex_food'],-19.0433618,33.4046671,0,20,uuid:c0fb6310-55af-4831-ae3d-2729556c3285
17-Nov-16,40,2017-04-06T08:44:51.000Z,2017-04-06T09:03:47.000Z,Manica,Manica,Bandula,God,23,yes,9,9,yes,23,no,yes,yes,yes,grass,burntbricks,NULL,earth,no,1,1,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct'],23,yes,no,NULL,yes,no,no,never,no,NULL,NULL,more_half,no,no,['oxen'],NULL,1,yes,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],NULL,3,['Sept' ;  'Oct' ;  'Nov'],['lab_ex_food'],-19.0433618,33.4046671,0,22.112,uuid:c0b34854-eede-4e81-b183-ef58a45bfc34
17-Nov-16,41,2017-04-06T09:03:50.000Z,2017-04-06T09:14:05.000Z,Manica,Manica,Bandula,God,22,yes,7,7,no,22,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,1,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['oxen' ;  'poultry'],NULL,2,no,no,['motorcyle' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'table'],NULL,3,['Oct' ;  'Nov'],['limit_portion' ;  'reduce_meals'],-19.04339398,33.40485363,679,13,uuid:b3ba34d8-eea1-453d-bc73-c141bcbbc5e5
17-Nov-16,42,2017-04-06T09:14:22.000Z,2017-04-06T09:30:54.000Z,Manica,Manica,Bandula,God,8,yes,8,8,no,8,no,no,no,no,grass,sunbricks,NULL,earth,yes,1,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept'],5,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,no,no,['cows' ;  'goats' ;  'poultry'],NULL,3,yes,no,['mobile_phone'],NULL,3,['Jan' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals'],-19.04346041,33.40484617,699,10,uuid:e3a1dd8a-1bda-428c-a014-2b527f11ae64
17-Nov-16,43,2017-04-06T09:31:56.000Z,2017-04-06T09:53:53.000Z,Manica,Manica,Bandula,Chirodzo,3,no,7,7,no,29,no,no,no,no,grass,muddaub,NULL,earth,no,2,1,no,4,4,yes,NULL,4,no,NULL,3,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,yes,no,['oxen' ;  'cows'],NULL,2,no,no,['cow_plough' ;  'mobile_phone'],NULL,2,['Jan' ;  'Feb' ;  'Oct' ;  'Nov' ;  'Dec'],['lab_ex_food'],-19.04303063,33.40472726,605,30,uuid:b4dff49f-ef27-40e5-a9d1-acf287b47358
17-Nov-16,44,2017-04-06T14:44:32.000Z,2017-04-06T14:53:01.000Z,Manica,Manica,Bandula,Chirodzo,3,no,2,2,no,6,no,no,no,no,grass,muddaub,NULL,earth,no,2,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yes,no,['oxen' ;  'cows' ;  'poultry'],NULL,3,yes,no,['radio' ;  'solar_torch'],NULL,2,['Jan' ;  'Dec'],['borrow_food'],-19.04315107,33.40458039,716,11,uuid:f9fadf44-d040-4fca-86c1-2835f79c4952
17-Nov-16,45,2017-04-06T14:53:04.000Z,2017-04-06T15:11:57.000Z,Manica,Manica,Bandula,Chirodzo,25,yes,9,9,no,7,no,no,no,no,grass,muddaub,NULL,earth,no,2,1,no,3,3,yes,NULL,3,yes,['Sept' ;  'Oct'],20,yes,no,NULL,no,NULL,no,never,yes,['farming' ;  'non_farm_prod'],NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,no,no,['motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.04312371,33.40466493,703,28,uuid:e3554d22-35b1-4fb9-b386-dd5866ad5792
17-Nov-16,46,2017-04-06T15:19:41.000Z,2017-04-06T15:45:32.000Z,Manica,Manica,Bandula,Chirodzo,21,yes,10,10,no,42,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,cement,no,3,2,no,5,5,yes,NULL,5,yes,['Aug' ;  'Sept' ;  'Oct'],21,yes,no,NULL,no,NULL,no,once,no,NULL,NULL,more_half,yes,no,['oxen' ;  'poultry'],NULL,2,no,no,['motorcyle' ;  'computer' ;  'television' ;  'sterio' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,2,['Sept' ;  'Oct' ;  'Nov'],['lab_ex_food'],-19.04307032,33.40458421,703,5,uuid:35f297e0-aa5d-4149-9b7b-4965004cfc37
17-Nov-16,47,2017-04-07T14:05:25.000Z,2017-04-07T14:19:45.000Z,Manica,Manica,Bandula,Chirodzo,2,yes,2,2,no,2,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,1,1,yes,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],2,yes,no,NULL,yes,no,no,once,no,NULL,NULL,more_half,no,no,['none'],NULL,1,no,no,['solar_torch' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11226093,33.48339791,689,5,uuid:2d0b1936-4f82-4ec3-a3b5-7c3c8cd6cc2b
16-Nov-16,48,2017-04-07T14:19:49.000Z,2017-04-07T14:40:23.000Z,Manica,Manica,Bandula,Chirodzo,48,yes,7,7,no,58,yes,no,yes,no,grass,muddaub,NULL,earth,no,1,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['oxen' ;  'cows' ;  'poultry'],NULL,3,yes,no,['radio'],NULL,3,['June' ;  'July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['limit_variety'],-19.11222978,33.48353345,689,12,uuid:e180899c-7614-49eb-a97c-40ed013a38a2
16-Nov-16,49,2017-04-07T14:43:09.000Z,2017-04-07T14:55:51.000Z,Manica,Manica,Bandula,49,12,no,6,6,no,26,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,earth,yes,2,2,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['goats' ;  'poultry'],NULL,2,yes,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Nov' ;  'Dec'],['reduce_meals' ;  'go_forest' ;  'lab_ex_food'],-19.11228265,33.48334844,694,12,uuid:2303ebc1-2b3c-475a-8916-b322ebf18440
16-Nov-16,50,2017-04-07T14:56:01.000Z,2017-04-07T15:26:23.000Z,Manica,Manica,Bandula,Chirodzo,6,yes,6,6,no,7,no,no,no,no,grass,muddaub,NULL,earth,no,1,1,no,1,1,yes,NULL,1,yes,['Sept' ;  'Oct'],1,no,no,NULL,yes,no,no,never,no,NULL,NULL,abt_half,yes,no,['poultry'],NULL,1,yes,no,['solar_torch'],NULL,2,['June' ;  'July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['borrow_food' ;  'go_forest' ;  'lab_ex_food'],-19.11220496,33.48344521,718,12,uuid:4267c33c-53a7-46d9-8bd6-b96f58a4f92c
16-Nov-16,51,2017-04-07T15:27:45.000Z,2017-04-07T15:39:10.000Z,Manica,Manica,Bandula,Chirodzo,11,yes,5,5,no,30,yes,no,yes,no,grass,muddaub,NULL,cement,no,1,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['poultry'],NULL,1,no,no,['radio'],NULL,3,['Oct' ;  'Nov'],['go_forest' ;  'lab_ex_food'],-19.11221446,33.48338443,709,12,uuid:18ac8e77-bdaf-47ab-85a2-e4c947c9d3ce
16-Nov-16,52,2017-04-08T04:44:09.000Z,2017-04-08T05:02:58.000Z,Manica,Manica,Bandula,Chirodzo,15,yes,11,11,no,15,no,no,no,no,mabatisloping,burntbricks,NULL,cement,yes,1,3,yes,1,1,yes,NULL,1,yes,['Sept' ;  'Oct' ;  'Nov'],15,no,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,no,no,['oxen' ;  'cows' ;  'poultry'],NULL,3,yes,no,['motorcyle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['limit_variety' ;  'reduce_meals'],-19.11223637,33.48335287,694,10,uuid:6db55cb4-a853-4000-9555-757b7fae2bcf
16-Nov-16,21,2017-04-08T05:03:08.000Z,2017-04-08T05:33:51.000Z,Manica,Manica,Bandula,Chirodzo,16,yes,8,8,yes,16,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,cement,no,2,3,no,3,3,yes,NULL,3,yes,['Aug' ;  'Sept' ;  'Oct'],16,yes,no,NULL,yes,no,no,frequently,no,NULL,NULL,more_half,no,no,['oxen' ;  'goats'],NULL,2,yes,no,['bicycle' ;  'radio' ;  'mobile_phone'],NULL,2,['Nov'],['rely_less_food' ;  'limit_portion'],-19.11216571,33.48343865,687,10,uuid:cc7f75c5-d13e-43f3-97e5-4f4c03cb4b12
16-Nov-16,54,2017-04-08T05:36:55.000Z,2017-04-08T05:52:15.000Z,Manica,Manica,Bandula,Chirodzo,10,no,7,7,yes,15,yes,no,yes,no,grass,muddaub,NULL,earth,no,3,1,no,1,1,yes,NULL,1,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],10,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,no,no,['none'],NULL,1,yes,no,NULL,NULL,2,['Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'lab_ex_food'],-19.11220247,33.48335527,681,9,uuid:273ab27f-9be3-4f3b-83c9-d3e1592de919
16-Nov-16,55,2017-04-08T05:52:32.000Z,2017-04-08T06:05:41.000Z,Manica,Manica,Bandula,Chirodzo,23,yes,9,9,no,23,yes,no,yes,no,grass,muddaub,NULL,earth,no,2,2,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['goats'],NULL,1,yes,no,['television' ;  'cow_plough' ;  'mobile_phone'],NULL,2,['Oct' ;  'Nov'],['lab_ex_food'],-19.11228974,33.48333393,702,11,uuid:883c0433-9891-4121-bc63-744f082c1fa0
16-Nov-16,56,2017-04-08T06:05:59.000Z,2017-04-08T06:26:12.000Z,Manica,Manica,Bandula,Chirodzo,23,yes,12,12,no,23,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,cement,no,4,2,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct'],23,yes,no,NULL,yes,no,no,never,no,NULL,NULL,more_half,no,no,['oxen' ;  'goats'],NULL,2,yes,no,['motorcyle' ;  'bicycle' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11217264,33.48341837,689,10,uuid:973c4ac6-f887-48e7-aeaf-4476f2cfab76
16-Nov-16,57,2017-04-08T06:26:22.000Z,2017-04-08T06:39:40.000Z,Manica,Manica,Bandula,Chirodzo,20,yes,4,4,no,27,yes,yes,yes,yes,grass,burntbricks,NULL,earth,no,4,1,no,2,2,yes,NULL,2,no,NULL,20,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,no,no,['none'],NULL,1,no,no,['radio'],NULL,2,['none'],['na'],-19.11227947,33.48338576,695,10,uuid:a7184e55-0615-492d-9835-8f44f3b03a71
16-Nov-16,58,2017-04-08T08:25:49.000Z,2017-04-08T08:48:51.000Z,Manica,Manica,Bandula,Chirodzo,35,yes,11,11,no,45,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,earth,no,5,3,no,3,3,yes,NULL,3,no,NULL,35,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,no,no,['motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,2,['none'],['na'],-19.1121758,33.48332076,723,11,uuid:a7a3451f-cd0d-4027-82d9-8dcd1234fcca
16-Nov-16,59,2017-04-08T08:52:05.000Z,2017-04-08T09:02:34.000Z,Manica,Manica,Bandula,Chirodzo,60,no,2,2,no,60,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,1,3,yes,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['oxen' ;  'cows' ;  'poultry'],NULL,3,no,no,NULL,NULL,2,['none'],['na'],-19.1123395,33.48333251,683,13,uuid:1936db62-5732-45dc-98ff-9b3ac7a22518
16-Nov-16,60,2017-04-08T09:03:01.000Z,2017-04-08T09:20:18.000Z,Manica,Bandula,Bandula,Chirodzo,12,yes,8,8,no,15,yes,yes,yes,yes,grass,burntbricks,NULL,earth,no,3,2,no,3,3,yes,NULL,3,yes,['Aug' ;  'Sept' ;  'Oct'],12,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,yes,yes,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,yes,no,['cow_plough'],NULL,2,['none'],['na'],-19.11225763,33.48341208,694,11,uuid:85465caf-23e4-4283-bb72-a0ef30e30176
16-Nov-16,61,2017-04-08T10:47:11.000Z,2017-04-08T11:14:09.000Z,Manica,Manica,Bandula,Chirodzo,14,yes,10,10,no,14,no,yes,yes,yes,grass,muddaub,NULL,earth,no,4,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct'],13,yes,no,NULL,yes,yes,no,more_once,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults'],-19.11218035,33.48341635,712,13,uuid:2401cf50-8859-44d9-bd14-1bf9128766f2
16-Nov-16,62,2017-04-08T13:27:58.000Z,2017-04-08T13:41:21.000Z,Manica,Manica,Bandula,Chirodzo,5,no,5,5,no,5,yes,no,no,no,grass,muddaub,NULL,earth,no,3,1,no,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['none'],NULL,1,no,no,['bicycle' ;  'radio' ;  'mobile_phone'],NULL,3,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'limit_variety' ;  'limit_portion' ;  'reduce_meals' ;  'restrict_adults' ;  'borrow_food' ;  'go_forest' ;  'lab_ex_food'],-19.11216869,33.48339699,719,18,uuid:c6597ecc-cc2a-4c35-a6dc-e62c71b345d6
16-Nov-16,63,2017-04-08T13:41:39.000Z,2017-04-08T13:52:07.000Z,Manica,Manica,Bandula,Chirodzo,1,yes,4,4,no,10,yes,yes,no,yes,grass,muddaub,NULL,earth,no,1,1,yes,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['none'],NULL,1,no,no,NULL,NULL,3,['Jan' ;  'Oct' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults'],-19.11220024,33.4833903,702,25,uuid:86ed4328-7688-462f-aac7-d6518414526a
16-Nov-16,64,2017-04-08T13:52:30.000Z,2017-04-08T14:02:24.000Z,Manica,Manica,Bandula,Chirodzo,1,no,6,6,no,1,no,no,no,no,grass,muddaub,NULL,earth,no,2,1,no,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['goats'],NULL,1,yes,no,['bicycle' ;  'solar_torch' ;  'table' ;  'sofa_set' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults' ;  'lab_ex_food'],-19.1121962,33.48339576,704,9,uuid:28cfd718-bf62-4d90-8100-55fafbe45d06
16-Nov-16,65,2017-04-08T14:02:49.000Z,2017-04-08T14:15:45.000Z,Manica,Manica,Bandula,Chirodzo,20,no,8,8,no,20,no,no,no,no,mabatisloping,burntbricks,NULL,earth,no,2,3,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],20,yes,no,NULL,no,NULL,no,once,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['motorcyle' ;  'radio' ;  'cow_plough' ;  'table'],NULL,3,['Jan' ;  'Feb' ;  'Mar'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'lab_ex_food'],-19.11221474,33.48341209,706,39,uuid:143f7478-0126-4fbc-86e0-5d324339206b
16-Nov-16,66,2017-04-08T21:09:38.000Z,2017-04-08T21:33:45.000Z,Manica,Manica,Bandula,Chirodzo,16,yes,10,10,no,37,yes,no,no,no,mabatipitched,burntbricks,NULL,cement,yes,5,3,yes,1,1,yes,NULL,1,yes,['Aug' ;  'Sept' ;  'Oct'],10,no,no,NULL,yes,no,no,frequently,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats' ;  'donkeys'],NULL,4,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.1121722,33.48339142,702,8,uuid:a457eab8-971b-4417-a971-2e55b8702816
16-Nov-16,67,2017-04-08T21:34:23.000Z,2017-04-08T21:49:02.000Z,Manica,Manica,Bandula,Chirodzo,9,yes,5,5,no,31,yes,no,yes,no,mabatipitched,burntbricks,NULL,cement,yes,1,2,no,1,1,yes,NULL,1,yes,['Oct' ;  'Nov'],9,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,yes,yes,['oxen' ;  'cows' ;  'goats' ;  'donkeys'],NULL,4,yes,no,['motorcyle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11209398,33.48338805,717,11,uuid:6c15d667-2860-47e3-a5e7-7f679271e419
16-Nov-16,68,2017-04-08T21:49:40.000Z,2017-04-09T22:06:57.000Z,Manica,Manica,Bandula,Chirodzo,21,yes,8,8,no,52,yes,yes,no,no,mabatipitched,burntbricks,NULL,earth,no,3,3,no,3,3,yes,NULL,3,yes,['Nov' ;  'Dec'],21,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['motorcyle' ;  'television' ;  'sterio' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11214985,33.4834782,710,10,uuid:ef04b3eb-b47d-412e-9b09-4f5e08fc66f9
16-Nov-16,69,2017-04-09T22:08:07.000Z,2017-04-09T22:21:08.000Z,Manica,Manica,Bandula,Chirodzo,12,yes,4,4,no,12,no,no,no,no,grass,muddaub,NULL,earth,no,2,1,no,1,1,yes,NULL,1,yes,['Nov' ;  'Dec'],12,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,no,['goats'],NULL,1,yes,no,['bicycle' ;  'radio' ;  'solar_torch' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11216693,33.48340465,708,8,uuid:f86933a5-12b8-4427-b821-43c5b039401d
16-Nov-16,70,2017-04-09T22:21:23.000Z,2017-04-09T22:40:57.000Z,Manica,Manica,Bandula,Chirodzo,20,yes,8,8,no,25,no,yes,no,no,mabatipitched,burntbricks,NULL,earth,no,2,2,yes,3,3,yes,NULL,3,yes,['Aug' ;  'Sept'],20,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,yes,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,no,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,2,['none'],['na'],-19.11217415,33.48341471,707,8,uuid:1feb0108-4599-4bf9-8a07-1f5e66a50a0a
18-Nov-16,71,2017-04-09T15:00:19.000Z,2017-04-09T15:19:22.000Z,Manica,Manica,Bandula,Ruaca,12,yes,6,6,no,14,yes,yes,yes,yes,grass,burntbricks,NULL,earth,no,1,1,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],1,yes,no,NULL,yes,no,no,more_once,no,NULL,NULL,more_half,no,yes,['oxen' ;  'goats' ;  'poultry'],NULL,3,no,no,['radio' ;  'cow_plough' ;  'mobile_phone'],NULL,2,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'limit_variety' ;  'limit_portion' ;  'reduce_meals' ;  'restrict_adults' ;  'borrow_food' ;  'lab_ex_food'],-19.11220603,33.48332601,696,4,uuid:761f9c49-ec93-4932-ba4c-cc7b78dfcef1
16-Nov-16,127,2017-04-09T05:16:06.000Z,2017-04-09T05:27:41.000Z,Manica,Manica,Bandula,Chirodzo,10,yes,4,4,no,18,no,no,no,no,grass,burntbricks,NULL,earth,no,3,8,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['pigs'],NULL,1,no,no,['mobile_phone'],NULL,2,['Aug' ;  'Sept' ;  'Oct'],['borrow_food' ;  'lab_ex_food'],-19.11221396,33.48341359,676,8,uuid:f6d04b41-b539-4e00-868a-0f62b427587d
23-Nov-16,133,2017-04-09T05:27:46.000Z,2017-04-09T05:43:51.000Z,Manica,Manica,Bandula,Ruaca,2,no,5,5,yes,25,no,no,no,no,mabatisloping,burntbricks,NULL,earth,no,1,2,yes,1,1,yes,NULL,1,yes,['Nov'],2,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,no,yes,['oxen' ;  'cows' ;  'goats' ;  'sheep' ;  'poultry'],NULL,5,yes,no,['cow_cart' ;  'car' ;  'lorry' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'electricity' ;  'table' ;  'sofa_set' ;  'mobile_phone' ;  'fridge'],NULL,3,['Jan' ;  'Oct' ;  'Nov'],['na'],-19.1041288,33.4777622,0,2099.999,uuid:429d279a-a519-4dcc-9f64-4673b0fd5d53
24-Nov-16,152,2017-04-09T05:47:31.000Z,2017-04-09T06:16:11.000Z,Manica,Manica,Bandula,Ruaca,15,yes,10,10,no,16,yes,no,yes,no,grass,burntbricks,NULL,cement,no,3,1,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],16,yes,no,NULL,yes,no,no,once,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,yes,['motorcyle' ;  'bicycle' ;  'radio' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.1121034,33.48344669,702,11,uuid:59738c17-1cda-49ee-a563-acd76f6bc487
24-Nov-16,153,2017-04-09T06:16:49.000Z,2017-04-09T06:28:48.000Z,Manica,Manica,Bandula,Ruaca,41,no,5,5,no,41,yes,yes,yes,yes,grass,burntbricks,NULL,earth,no,1,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['goats'],NULL,1,yes,no,NULL,NULL,2,['Oct' ;  'Nov'],['rely_less_food' ;  'limit_variety' ;  'limit_portion' ;  'reduce_meals' ;  'no_food' ;  'day_night_hungry'],-19.11223572,33.48345393,691,12,uuid:7e7961ca-fa1c-4567-9bfa-a02f876e4e03
24-Nov-16,155,2017-04-09T06:35:16.000Z,2017-04-09T06:48:01.000Z,Manica,Manica,Bandula,God,5,no,4,4,no,4,no,no,no,no,grass,burntbricks,NULL,earth,no,2,1,no,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yes,no,['none'],NULL,1,yes,no,['electricity'],NULL,2,['Jan' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['limit_variety' ;  'reduce_meals' ;  'borrow_food' ;  'go_forest' ;  'lab_ex_food'],-19.11220708,33.48342364,713,13,uuid:77b3021b-a9d6-4276-aaeb-5bfcfd413852
25-Nov-16,178,2017-04-09T06:54:49.000Z,2017-04-09T07:14:16.000Z,Manica,Manica,Bandula,Ruaca,20,yes,5,5,no,79,yes,yes,yes,no,mabatisloping,burntbricks,NULL,earth,no,1,2,yes,3,3,yes,NULL,3,yes,['Oct' ;  'Nov'],20,yes,no,NULL,yes,yes,no,frequently,no,NULL,NULL,abt_half,yes,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,no,no,['radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.1123581,33.48355586,714,50,uuid:2186e2ec-f65a-47cc-9bc1-a0f36dd9591c
25-Nov-16,177,2017-04-09T07:59:49.000Z,2017-04-09T08:22:34.000Z,Manica,Manica,Bandula,God,11,yes,10,10,no,13,no,no,no,no,grass,sunbricks,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Oct' ;  'Nov'],11,no,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows'],NULL,2,yes,no,['motorcyle' ;  'television' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['Nov'],['na'],-19.1120537,33.48349493,713,9,uuid:87998c33-c8d2-49ec-9dae-c123735957ec
